Rk,Player,Tm,Pos,Shift,GP,,TOI (EV),CF% Rel (EV),GF/60 (EV),GA/60 (EV),,TOI (PP),CF% Rel (PP),GF/60 (PP),GA/60 (PP),,TOI (SH),CF% Rel (SH),GF/60 (SH),GA/60 (SH),PlayerID
710,Rickard Rakell,ANA,RW,0:53,77,,16:34,2.5,3.5,3.1,,2:43,7.3,6.4,0.8,,0:06,21.1,0,13.3,rakelri01
711,Riley Nash,BOS,C,0:38,76,,13:04,-2,3,2.1,,0:25,-4.6,6.4,0,,1:54,-2.1,0.4,8.7,nashri02
712,Riley Sheahan,TOT,C,0:45,81,,11:48,-2.8,1,1,,0:25,-4.5,5.5,0,,2:26,-10.8,0,0,sheahri01
713,Rinat Valiev,MTL,D,0:36,2,,10:48,-5.2,2.8,2.8,,0:51,-5,0,0,,0:09,,,,valieri01
714,Rob O'Gara,TOT,D,0:44,30,,14:05,-1.2,2.2,6,,0:00,,,,,1:24,7.5,0,0,ogararo01
715,Robert Bortuzzo,STL,D,0:43,72,,13:24,-0.1,2.4,1.8,,0:02,13.2,0,0,,1:21,-0.7,1.2,6.8,borturo01
716,Robert Hägg,PHI,D,0:37,70,,16:26,-6.9,2.7,2.5,,0:04,-47.9,0,0,,1:36,-0.8,0.5,9.5,haggro01
717,Rocco Grimaldi,COL,C,0:50,6,,9:29,-5.6,5.3,5.3,,0:08,,0,0,,0:00,,,,grimaro01
718,Roland McKeown,CAR,D,0:45,10,,13:23,-1.9,3.6,2.2,,0:00,,,,,0:01,91.8,0,0,mckeoro01
719,Roman Josi,NSH,D,0:43,75,,18:31,3.4,3.4,2.5,,2:53,0.1,7.5,0.8,,3:02,-5.4,1.3,6,josiro01
720,Roman Polák,TOR,D,0:28,54,,15:07,-2.3,2.5,2.4,,0:00,12.7,0,0,,2:30,2.3,1.7,5.6,polakro01
721,Ron Hainsey,TOR,D,0:43,80,,17:44,-4.5,3.1,2.7,,0:08,-32.4,6.2,0,,3:58,-7.3,0.4,6.4,hainsro01
722,Ross Johnston,NYI,LW,0:40,24,,9:16,-5.7,2.4,2.4,,0:02,,0,0,,0:01,-11.9,0,0,johnsro02
723,Ryan Callahan,TBL,RW,0:32,67,,10:58,-0.2,2,2.4,,0:53,-3.6,4.9,1,,1:27,-1,1.3,12.6,callary01
724,Ryan Carpenter,TOT,C,0:32,52,,10:53,-5.2,1.6,1.2,,0:21,,0,0,,1:20,-5.8,0,1.9,carpery01
725,Ryan Donato,BOS,C,0:52,12,,12:14,0.9,3.3,2.5,,2:27,-1.5,18.3,0,,0:00,,,,donatry01
726,Ryan Dzingel,OTT,C,0:53,79,,14:19,1.7,2.8,3.6,,2:09,1.6,6,0.7,,0:01,-16.2,0,0,dzingry01
727,Ryan Ellis,NSH,D,0:57,44,,18:25,4,3.8,2,,2:12,3.5,5.6,0,,2:43,-1.7,1.5,6.5,ellisry01
728,Ryan Getzlaf,ANA,C,0:48,56,,17:32,4,3.8,2.6,,2:49,9.4,7.3,1.1,,1:03,1.7,3,10.1,getzlry01
729,Ryan Hartman,TOT,RW,0:38,78,,12:05,0.8,3,2.6,,0:39,0.8,4.9,0,,0:18,,0,0,hartmry01
730,Ryan Johansen,NSH,C,0:45,79,,14:27,2.2,3.3,2.5,,3:03,0.5,7.2,1,,1:02,7.2,2.2,4.3,johanry01
731,Ryan Kesler,ANA,C,0:51,44,,14:20,-4,2.3,2.7,,1:28,-2.4,2.7,0,,2:13,-14,0,8,keslery01
732,Ryan Lomberg,CGY,LW,0:38,7,,6:14,-10.9,4.1,4.1,,0:01,,0,0,,0:00,,,,lombery01
733,Ryan McDonagh,TOT,D,0:40,63,,18:31,0.5,3.2,2.8,,1:43,-2.6,6.8,0.6,,3:05,-2.4,0.8,5.5,mcdonry01
734,Ryan Murphy,MIN,D,0:36,21,,17:15,0.2,2.8,1.3,,1:27,-10,2,2,,0:18,18.2,0,0,murphry01
735,Ryan Murray,CBJ,D,0:42,44,,16:08,-3.2,2.4,2,,0:16,-13.2,5.1,0,,2:01,5.1,0,4.4,murrary01
736,Ryan Nugent-Hopkins,EDM,C,0:32,62,,14:30,-0.4,3.3,2.8,,1:57,4.8,6.2,0.5,,1:37,-4.3,1.7,11.9,nugenry01
737,Ryan O'Reilly,BUF,C,0:48,81,,15:39,4.1,2.6,3.5,,3:35,10.5,7.8,1.4,,1:33,-3,1.9,9,oreilry01
738,Ryan Pulock,NYI,D,0:39,68,,16:37,4.2,2.8,3,,1:40,-0.8,8.6,0,,0:06,26.1,0,0,pulocry01
739,Ryan Reaves,TOT,RW,0:32,79,,7:33,-4.5,2,3.4,,0:02,15.1,0,0,,0:00,,,,reavery01
740,Ryan Spooner,TOT,C,0:56,59,,12:48,-0.6,3.5,2.1,,2:26,11.1,6.3,0,,0:02,85.8,0,0,spoonry01
741,Ryan Sproul,NYR,D,0:43,16,,15:33,3.5,2.4,3.9,,0:12,-19.2,18.2,0,,0:36,-4.8,0,0,sproury01
742,Ryan Strome,EDM,C,0:40,82,,12:31,-0.1,2.2,2.4,,1:56,4.4,4,0.4,,0:45,-4.1,0.9,5.2,stromry01
743,Ryan Suter,MIN,D,0:52,78,,20:41,4,2.7,2.7,,3:05,4.6,9.2,0.7,,3:00,-3.4,0.5,7.7,suterry01
744,Sam Bennett,CGY,C,0:44,82,,12:19,-0.9,1.8,2.8,,1:21,-3.4,3.6,0.5,,0:43,-3.6,0,8.3,bennesa01
745,Sam Gagner,VAN,C,0:41,74,,12:58,-1.1,2,2.9,,2:01,-0.8,7.6,1.2,,0:06,0.3,0,17.3,gagnesa01
746,Sam Reinhart,BUF,C,0:40,82,,13:47,6.3,2.2,3,,3:17,5.3,8.5,1.8,,0:00,-13.7,0,0,reinhsa01
747,Sami Niku,WPG,D,0:53,1,,15:13,4.2,11.8,11.8,,0:00,,,,,0:00,,,,nikusa01
748,Sami Vatanen,TOT,D,0:46,72,,18:07,-2.9,2.2,3.7,,2:32,2.5,8.5,0,,1:43,-4.9,0,5.4,vatansa01
749,Sammy Blais,STL,LW,0:46,11,,9:25,-13,2.3,1.2,,1:20,5.2,8.1,4.1,,0:00,,,,blaissa01
750,Samuel Girard,TOT,D,0:49,73,,15:27,0.2,2.4,2.6,,2:10,4.3,6.5,1.5,,0:01,91.2,0,0,girarsa01
751,Samuel Morin,PHI,D,0:39,2,,13:22,12,4.5,2.2,,0:00,,,,,2:26,15.6,0,12.3,morinsa01
752,Scott Harrington,CBJ,D,0:43,32,,12:25,-7.5,2.3,2.4,,0:01,12.8,0,0,,0:50,-1.9,0,11.1,harrisc01
753,Scott Hartnell,NSH,LW,0:40,62,,10:46,-1,2.3,2.4,,1:13,-5.7,6.3,2.4,,0:00,-11,0,0,hartnsc01
754,Scott Laughton,PHI,C,0:29,81,,9:59,2,1.6,2.5,,0:04,-38,0,0,,1:03,3.7,0.7,7.3,laughsc01
755,Scott Mayfield,NYI,D,0:50,47,,16:16,-0.6,2.4,2.9,,0:04,-8.7,0,0,,1:29,-1.9,0.8,10.8,mayfisc01
756,Scott Wilson,TOT,C/LW,0:52,69,,10:58,-1.9,2.1,3.8,,0:16,-9.6,7.1,0,,0:57,1.5,0,8.9,wilsosc01
757,Scottie Upshall,STL,LW,0:59,63,,9:26,-5.1,2.1,2.3,,0:03,-21.1,0,0,,1:21,-0.7,0.7,9.8,upshasc01
758,Sean Couturier,PHI,C,0:39,82,,16:28,5.6,4.5,2.7,,3:13,5.7,9.4,1.6,,1:53,2.4,0.4,8.9,coutuse01
759,Sean Kuraly,BOS,C,0:23,75,,11:00,-3.8,1.8,2.2,,0:04,-25.2,0,0,,1:10,0.4,0.7,6.9,kuralse01
760,Sean Monahan,CGY,C,0:54,74,,14:46,2.3,3.7,3.2,,3:37,5,7.2,1.3,,0:16,7,0,5.9,monahse01
761,Sebastian Aho,CAR,RW,0:48,78,,15:12,0.9,3.2,2.9,,2:40,2.1,6.9,0.3,,0:02,9.9,0,0,ahose01
762,Sebastian Aho,NYI,D,0:40,21,,15:17,2.2,2.8,3.8,,0:57,3.1,6.6,0,,0:00,,,,ahose02
763,Seth Griffith,BUF,C,0:38,21,,9:54,2,0.6,2.3,,0:38,-11.7,4.4,0,,0:00,,,,griffse01
764,Seth Jones,CBJ,D,0:47,78,,20:05,4.4,2.7,2.3,,2:42,5.7,7.7,0.3,,1:49,1.1,0.4,6.5,jonesse01
765,Shane Gersich,WSH,C/LW,0:51,3,,9:01,3.2,2.2,4.4,,0:00,,,,,0:00,,,,gersish01
766,Shane Prince,NYI,C,0:55,14,,11:00,-6.1,0.8,1.9,,0:59,2.5,0,0,,0:00,87,0,0,princsh01
767,Shawn Matthias,WPG,C,0:31,27,,9:43,-5,2.3,2.5,,0:05,-37.9,0,0,,1:21,-3,0,3.2,matthsh01
768,Shayne Gostisbehere,PHI,D,0:34,78,,17:46,3.2,3.1,2.4,,3:36,6.9,10.2,1.3,,0:04,-0.1,0,0,gostish01
769,Shea Theodore,VEG,D,0:34,61,,17:20,0.5,3,2.6,,2:33,5.3,7.8,0,,0:27,10.1,1.6,11,theodsh01
770,Shea Weber,MTL,D,0:46,26,,18:40,1.4,2.1,3.4,,3:36,2,5.1,0,,3:03,-3.3,2.1,6.8,webersh01
771,Sidney Crosby,PIT,C,0:45,82,,16:46,5.7,3.1,2.9,,3:39,2.8,11.4,0.6,,0:15,12.4,0,9.4,crosbsi01
772,Slater Koekkoek,TBL,D,0:29,35,,10:43,-3.3,3.2,2.6,,0:03,,0,0,,0:27,6.4,0,3.7,koekksl01
773,Sonny Milano,CBJ,LW,0:43,55,,9:58,-0.3,2.4,3.1,,1:40,-1.7,3.9,1.3,,0:00,,,,milanso01
774,Spencer Foo,CGY,RW,0:51,4,,13:45,4.3,2.2,1.1,,2:06,19.7,0,0,,0:00,,,,foosp01
775,Stefan Matteau,VEG,LW,0:45,8,,7:56,3.1,0.9,0.9,,0:16,17.5,0,0,,0:00,,,,mattest02
776,Stefan Noesen,NJD,RW,0:41,72,,12:51,2,2.7,2,,0:20,-12.4,0,0,,0:05,-3.4,0,7.7,noesest01
777,Stephen Johns,DAL,D,0:33,75,,14:41,-2.4,2.3,2,,0:36,-3.8,1.3,0,,2:14,2,0.7,7.2,johnsst03
778,Steve Bernier,NYI,RW,0:39,4,,8:45,-13.1,0,3.4,,1:18,-20,11.5,0,,0:00,,,,bernist01
779,Steven Fogarty,NYR,C,0:34,1,,11:49,16,0,0,,0:00,,,,,0:27,,,,fogarst01
780,Steven Kampfer,NYR,D,0:52,22,,15:17,-5.4,1.4,2.5,,0:02,-24.1,0,0,,1:52,-6.2,0,5.8,kampfst01
781,Steven Santini,NJD,D,0:51,36,,17:11,-13,2.1,2.2,,0:01,,0,0,,3:03,-2.9,1,5.7,santist01
782,Steven Stamkos,TBL,C,1:01,78,,14:54,2.1,3.9,2.9,,3:27,4,9.8,0.4,,0:24,3.5,0,9.5,stamkst01
783,Sven Andrighetto,COL,RW,0:55,50,,11:57,2.9,2.2,3.5,,2:26,-1.4,7.2,1,,0:05,18.2,0,12,andrisv01
784,Sven Baertschi,VAN,LW,0:43,53,,13:34,-0.6,2.8,2.5,,2:01,2.7,8.3,0.6,,0:00,,0,0,baertsv01
785,T.J. Brodie,CGY,D,0:56,73,,19:03,-3.6,2.4,2.8,,2:31,-0.1,6.2,1.3,,2:06,-0.7,0,5.9,broditj01
786,T.J. Oshie,WSH,C/RW,0:41,74,,14:16,3.1,2.7,2.4,,3:20,14.2,10.4,1.4,,0:47,6.5,0,7.2,oshietj01
787,Tage Thompson,STL,C,0:37,41,,10:48,-0.7,1.4,3,,1:06,-1.5,4,0,,0:00,,,,thompta01
788,Tanner Fritz,NYI,C,0:42,34,,11:42,-1.1,1.7,2.1,,0:31,-8.9,10.8,0,,0:17,-7.8,0,11.6,fritzta01
789,Tanner Glass,CGY,LW,0:58,16,,8:27,-3,0,1.8,,0:01,,0,0,,0:53,-4.4,0,4.4,glassta01
790,Tanner Kero,CHI,RW,0:26,8,,9:08,-5.9,3.3,2.5,,0:02,,0,0,,2:15,-14.9,0,6.7,kerota01
791,Tanner Pearson,LAK,LW,0:34,82,,13:08,2.5,3.5,2.8,,1:48,1.6,7,0.4,,1:01,-4.3,0,7.5,pearsta01
792,Taylor Chorney,TOT,D,0:41,25,,11:24,6,4.3,0,,0:00,,,,,1:44,11.9,22.4,44.7,chornta01
793,Taylor Fedun,BUF,D,0:33,7,,13:09,8.4,0.7,1.3,,0:45,-15.1,11.4,0,,0:46,35.1,0,0,fedunta01
794,Taylor Hall,NJD,LW,0:46,76,,16:08,5,3.7,2.9,,2:54,2.5,12.1,0.8,,0:06,35.3,3.4,3.4,hallta02
795,Taylor Leier,PHI,LW,0:29,39,,9:02,2.2,1.5,2.7,,0:16,-21.8,0,0,,1:10,5.7,0,14.1,leierta01
796,Teuvo Teräväinen,CAR,C,0:54,82,,14:11,3.2,3.2,2.7,,2:40,3.3,7.7,0.3,,0:00,-10.2,0,0,teravte01
797,Thomas Chabot,OTT,D,0:49,63,,15:28,3.9,2.7,3.4,,1:52,0.1,5.6,0.5,,0:09,-1.5,0,0,chaboth01
798,Thomas Hickey,NYI,D,0:47,69,,15:52,0.4,3.2,2.3,,0:06,-20.3,10.7,10.7,,2:05,2.6,1.1,8.4,hicketh01
799,Thomas Vanek,TOT,LW,0:33,80,,12:05,2.3,4.7,2,,1:59,-6.1,4,4,,0:00,,0,0,vanekth01
800,Tim Heed,SJS,D,0:41,29,,13:07,4.3,2.6,2.6,,2:51,-7.6,4.8,0,,0:02,17.2,0,0,heedti01
801,Tim Schaller,BOS,LW,0:37,82,,11:18,-3.7,1.8,2.4,,0:05,14.6,0,0,,1:53,-6.3,1.6,5.1,schalti01
802,Timo Meier,SJS,RW,0:49,81,,13:22,2.2,2.8,2.7,,1:16,-2.9,6,0,,0:13,5.5,0,3.3,meierti01
803,Tobias Rieder,TOT,C,0:37,78,,13:08,-2.9,2,3.1,,0:18,6.3,9.3,0,,1:11,1.7,0,7.1,riedeto01
804,Toby Enström,WPG,D,0:34,43,,16:19,3.7,2.5,1.8,,0:05,-37.4,0,0,,0:36,2.1,0,13.6,enstrto01
805,Tom Kühnhackl,PIT,RW,0:38,69,,7:48,-9.6,1.3,2.4,,0:04,16.1,11.5,0,,2:07,-4.2,1.2,9.8,kuhnhto01
806,Tom Pyatt,OTT,C,0:38,81,,11:59,-6.3,1.9,2.8,,0:00,13.4,0,0,,2:02,-4.9,0.7,10.5,pyattto01
807,Tom Wilson,WSH,RW,0:50,78,,14:10,3.1,3.3,2.8,,0:04,-25.9,11,0,,1:43,3.8,0.4,5.3,wilsoto01
808,Tomáš Hertl,SJS,C,0:42,79,,14:05,0.5,2.8,2.9,,2:29,5.2,10.3,0.6,,1:30,-3.6,1.5,7.6,hertlto01
809,Tomáš Hyka,VEG,RW,0:58,10,,10:33,1.6,2.3,1.2,,1:29,-0.3,3.3,0,,0:00,,,,hykato01
810,Tomáš Jurčo,CHI,RW,0:31,29,,12:12,1.5,2.2,1.9,,0:14,-7.4,0,8.6,,0:09,-11.4,0,0,jurcoto01
811,Tomáš Nosek,VEG,C,0:41,67,,9:28,0.1,2.4,2,,0:06,9.8,0,0,,1:30,-1.8,1.1,4.5,nosekto01
812,Tomáš Plekanec,TOT,C,0:31,77,,12:59,0,2.5,2.5,,0:09,11.8,0,0,,1:58,-2.8,0.9,7.5,plekato01
813,Tomáš Tatar,TOT,C,0:39,82,,14:01,3.2,2.5,3,,2:12,4.1,6.8,0.4,,0:01,85.4,0,0,tatarto01
814,Tommy Wingels,TOT,C,0:57,75,,9:55,-4.9,2.9,3.2,,0:16,14.1,33.3,0,,1:16,-6,0,2.5,wingeto01
815,Tony DeAngelo,NYR,D,0:43,32,,14:30,6,1.9,4.3,,1:55,-3.1,6.8,1,,0:08,9.8,0,0,deangan01
816,Torey Krug,BOS,D,0:41,76,,16:36,1.1,3,2.8,,3:25,6,9.7,1.4,,0:21,15.7,4.3,0,krugto01
817,Torrey Mitchell,TOT,C,0:30,60,,9:50,-3.6,1.8,2.4,,0:01,15.7,0,0,,1:31,-2,0.7,7.4,mitchto01
818,Travis Boyd,WSH,C,0:36,8,,8:48,-4.7,2.6,0.9,,0:00,,0,0,,0:00,,,,boydtr01
819,Travis Dermott,TOR,D,0:37,37,,15:31,6.4,3.1,1.4,,0:05,9.4,0,0,,0:23,10.7,0,6,dermotr01
820,Travis Hamonic,CGY,D,0:46,74,,17:46,-3.7,2,2.6,,0:05,12.2,0,0,,2:50,-1.7,1.1,7.8,hamontr01
821,Travis Konecny,PHI,C,0:38,81,,13:29,-0.3,3.4,2.4,,1:24,-1.5,2.1,1.1,,0:00,86.5,0,0,konectr01
822,Travis Sanheim,PHI,D,0:36,49,,14:54,5.8,2.1,2.6,,0:17,1.6,0,0,,0:24,2,0,2.4,sanhetr01
823,Travis Zajac,NJD,C,0:36,63,,13:43,-4,2,2.7,,1:50,7.7,12.6,0.5,,2:19,-0.7,1.2,6.6,zajactr01
824,Trevor Carrick,CAR,D,0:26,1,,7:32,18.1,0,0,,0:00,,,,,0:00,,,,carritr01
825,Trevor Daley,DET,D,0:33,77,,17:17,-4.1,2.8,3.2,,0:36,5.1,0,1.3,,2:47,-2.8,1.9,8.9,daleytr01
826,Trevor Lewis,LAK,C,0:33,68,,13:04,-1.1,1.8,2.2,,0:29,-13.7,9,3.6,,1:39,-1.5,1.1,5.3,lewistr01
827,Trevor Murphy,ARI,D,0:34,8,,13:24,-3.9,3.4,0.6,,0:46,-7.5,0,0,,0:03,-7.6,0,0,murphtr01
828,Trevor van Riemsdyk,CAR,D,0:37,79,,15:31,0.7,2.8,2.3,,0:12,0,0,0,,1:19,-0.6,0,6.3,vanritr01
829,Troy Brouwer,CGY,RW,0:41,76,,10:37,-4.3,1.7,2.2,,1:14,0.2,4.3,1.2,,2:04,-5,0.8,10.4,brouwtr01
830,Troy Stecher,VAN,D,0:24,68,,17:03,0.4,2.4,2.8,,0:14,-4.8,3.6,0,,1:31,2.3,0.6,5.3,stechtr01
831,Troy Terry,ANA,C/RW,0:42,2,,10:03,-3.4,0,0,,0:09,,0,0,,0:00,,,,terrytr01
832,Tucker Poolman,WPG,D,0:37,24,,12:28,1.5,1.8,1.4,,0:02,,0,0,,0:03,53.5,0,0,poolmtu01
833,Ty Rattie,EDM,RW,0:37,14,,13:55,-3.7,4.6,4.3,,1:33,7,5.5,0,,0:00,,,,rattity01
834,Tyler Bertuzzi,DET,LW,0:32,48,,12:51,-2.3,2.6,3.1,,1:25,-1.3,5.3,1.8,,0:06,-1.8,0,0,bertuty01
835,Tyler Bozak,TOR,C,0:31,81,,13:26,4.5,2.7,2.2,,2:11,1.4,11.9,1,,0:00,,0,0,bozakty01
836,Tyler Ennis,MIN,C,0:40,73,,11:23,-0.2,2.1,2.2,,0:34,-0.8,7.3,0,,0:00,,0,0,ennisty01
837,Tyler Graovac,WSH,C,0:37,5,,6:35,-27.5,0,5.5,,0:01,,0,0,,0:06,-15,0,105.9,graovty01
838,Tyler Johnson,TBL,C,0:30,81,,13:12,-3,2.8,2.6,,2:16,-1.7,7.1,0.6,,1:30,-2.9,1,6.3,johnsty01
839,Tyler Motte,TOT,C,0:27,46,,10:18,-4.6,2.1,2.7,,0:02,-37.1,0,0,,0:52,-11.7,0,4,mottety01
840,Tyler Myers,WPG,D,0:45,82,,16:45,-1.7,2.7,2.5,,2:04,3.8,7.7,0.4,,2:35,-0.9,1.1,6.2,myersty01
841,Tyler Pitlick,DAL,C,0:25,80,,11:51,-2.7,2.4,1.9,,0:05,-12.2,0,0,,1:43,0.4,0.4,6.5,pitlity01
842,Tyler Seguin,DAL,C,0:32,82,,16:12,0.4,3.8,2.8,,3:09,-1.8,8.8,1.9,,1:33,-2,0.9,8.1,seguity01
843,Tyler Toffoli,LAK,C,0:36,82,,13:44,2.1,3,2.5,,1:54,0.1,7,0.4,,0:28,14.6,1.4,8.6,toffoty01
844,Tyrell Goulbourne,PHI,LW,0:21,9,,5:35,-3.1,1.2,3.6,,0:00,,,,,0:00,,,,goulbty01
845,Tyson Barrie,COL,D,0:53,68,,18:46,2,2.8,3.2,,3:43,0.1,9.5,1.4,,0:11,1,0,13.8,barrity01
846,Tyson Jost,COL,C,0:32,65,,11:47,-2,1.7,2.3,,2:35,0,8.7,1.4,,0:14,2.5,0,7.6,jostty01
847,Vadim Shipachyov,VEG,LW,0:47,3,,9:35,6.3,6.3,0,,0:59,10.8,0,0,,0:00,,,,shipava01
848,Valentin Zykov,CAR,LW,0:57,10,,12:41,5.1,3.8,1.9,,1:00,-11.2,0,0,,0:00,,,,zykovva01
849,Valtteri Filppula,PHI,C,0:39,81,,13:38,-7.4,2.2,2.6,,1:32,-3.9,4.4,1,,1:17,-7.4,1.1,10.7,filppva01
850,Victor Antipin,BUF,D,0:45,47,,14:11,0.6,1.7,2.4,,0:58,-3.1,4.8,2.4,,0:06,35.8,0,0,antipvi01
851,Victor Ejdsell,CHI,C,0:42,6,,12:33,-2.7,2.4,3.2,,0:46,-10.9,0,0,,0:00,,,,ejdsevi01
852,Victor Hedman,TBL,D,0:51,77,,19:51,0.4,3.4,2.4,,3:24,3.4,8.2,0.2,,2:35,0.2,1.8,9.5,hedmavi01
853,Victor Mete,MTL,D,0:35,49,,14:03,-1.4,2.9,2.5,,1:24,2.5,4.1,0,,0:07,0,0,4.3,metevi01
854,Victor Rask,CAR,C,0:41,71,,13:14,-3.6,2.5,2.3,,2:07,-0.4,7.6,1.2,,0:00,-10.6,0,0,raskvi01
855,Viktor Arvidsson,NSH,LW,0:34,78,,13:54,-0.1,3.7,2.6,,2:30,-0.2,8.9,0.6,,1:20,5.1,1.7,5.2,arvidvi01
856,Vince Dunn,STL,D,0:45,75,,15:09,4.4,2.7,2.5,,1:59,1.5,6,0.8,,0:04,22.7,0,11.5,dunnvi02
857,Vincent Trocheck,FLA,C,0:48,82,,16:04,0.2,2.9,3.4,,3:28,1.1,7,0.6,,1:48,3.1,2,7.3,trochvi01
858,Vinni Lettieri,NYR,C,0:33,19,,10:34,-5.8,1.2,4.5,,1:28,9.1,10.7,2.1,,0:00,,,,lettivi01
859,Vinnie Hinostroza,CHI,C,0:51,50,,12:23,2.4,2.6,2.1,,1:26,3.9,6.7,0,,0:00,-13.7,0,0,hinosvi01
860,Vladimír Sobotka,STL,C,0:34,81,,14:19,-3,2,2.2,,1:39,-0.1,2.7,1.3,,1:08,-2.3,0.6,9.7,sobotvl01
861,Vladimir Tarasenko,STL,RW,0:37,80,,15:31,3.9,3.5,2.5,,3:24,3.3,5.5,1.3,,0:08,1,0,6.2,tarasvl01
862,Vladislav Kamenev,COL,LW,0:36,3,,8:47,-14.1,0,4.5,,0:01,,,,,0:00,,,,kamenvl01
863,Vladislav Namestnikov,TOT,C,0:44,81,,13:58,1.9,1.4,2.6,,3:02,-0.6,8.6,0,,0:04,-9.1,0,0,namesvl01
864,Wade Megan,STL,C,0:49,1,,6:36,-38.6,0,0,,0:00,,,,,1:45,-13.6,0,0,meganwa01
865,Warren Foegele,CAR,LW,0:40,2,,9:52,7.8,9.1,0,,0:00,,,,,2:03,10,0,14.6,foegewa01
866,Wayne Simmonds,PHI,RW,0:58,75,,13:55,-2.1,2.4,3,,3:18,7,9.9,1.7,,0:51,-1.2,0.9,7,simmowa01
867,Will Butcher,NJD,D,0:46,81,,13:22,7.4,2.9,2.6,,2:38,0.2,9.2,1.1,,0:02,-15.4,0,4.5,butchwi01
868,Will O'Neill,PHI,D,0:43,1,,9:25,-10.1,0,0,,0:00,,,,,0:00,,,,oneilwi01
869,William Carrier,VEG,LW,0:29,37,,8:43,1.4,1.5,2.1,,0:06,10.1,0,0,,0:01,-11.9,0,0,carriwi01
870,William Karlsson,VEG,C,0:39,82,,14:39,3.7,4.1,1.9,,2:24,6.8,7.3,0,,1:39,2.3,2.4,6,karlswi01
871,William Nylander,TOR,C,0:42,82,,14:38,1.8,3.8,2.7,,2:01,-0.2,6.7,0.7,,0:01,64.5,0,0,nylanwi01
872,Xavier Ouellet,DET,D,0:43,45,,12:34,1.5,2.2,2.6,,0:01,8,47.4,0,,1:14,5.7,1.1,6.4,ouellxa01
873,Yanni Gourde,TBL,C,0:43,82,,13:12,0.7,3.7,1.9,,1:52,-4.5,7.6,0.4,,1:04,6,2.1,6.2,gourdya01
874,Yannick Weber,NSH,D,0:35,47,,11:56,-6.2,1.6,1.4,,0:01,12.1,0,0,,0:06,-12.5,0,0,weberya01
875,Yohann Auvitu,EDM,D,0:41,33,,13:04,-0.9,3.6,2.9,,0:25,-14.2,0,4.2,,0:03,49.9,0,34.6,auvityo01
876,Zac Dalpe,CBJ,RW,0:39,12,,7:12,-1.6,0.7,2.1,,0:14,-8.3,0,20.8,,0:00,,,,dalpeza01
877,Zac Rinaldo,ARI,C,0:38,53,,10:31,-5.4,1.9,2.7,,0:01,-38.2,0,0,,0:44,-2.6,0,7.8,rinalza01
878,Zach Aston-Reese,PIT,C,0:31,16,,10:02,-2.5,2.6,1.9,,0:29,-6.3,7.6,0,,0:50,-8.8,0,0,astonza01
879,Zach Bogosian,BUF,D,0:54,18,,17:09,3,1,2.5,,0:53,-10.5,0,4.1,,1:06,3.5,0,12,bogosza01
880,Zach Hyman,TOR,C,0:37,82,,14:33,-0.4,3.6,2.5,,0:09,-19.7,0,0,,2:39,-0.2,0.5,5.1,hymanza01
881,Zach Parise,MIN,LW,0:43,42,,13:59,-2.2,3.1,3.1,,2:24,1.2,5.9,0,,0:41,15.4,0,8.6,parisza01
882,Zach Redmond,BUF,D,0:48,3,,14:16,-1.3,4.2,2.8,,0:01,,,,,0:11,,,,redmoza01
883,Zach Trotman,PIT,D,0:42,3,,11:41,-0.8,0,5.1,,1:05,-17,0,0,,0:00,,,,trotmza01
884,Zach Werenski,CBJ,D,0:49,77,,19:23,4.4,2.9,2.5,,2:25,-3,5.1,1.6,,0:45,4.2,1,3.8,werenza01
885,Zach Whitecloud,VEG,D,0:38,1,,16:42,3.4,10.8,0,,0:00,,,,,0:00,,,,whiteza01
886,Zack Kassian,EDM,RW,0:39,74,,10:06,-3.8,1.8,2.7,,0:05,13.3,6.2,0,,1:28,3.2,1.6,8.7,kassiza01
887,Zack Mitchell,MIN,RW,0:34,23,,9:50,-10.9,1.9,2.4,,0:04,10.6,32.1,0,,0:36,9.3,0,8.6,mitchza01
888,Zack Smith,OTT,C,0:50,68,,13:46,-1.2,1.6,3.6,,1:31,-4.2,6.4,1.2,,1:26,5.6,0.6,6.8,smithza01
889,Zdeno Chára,BOS,D,0:41,73,,18:51,-1,3.2,2.4,,0:23,-5.4,0,1.8,,3:39,-2.7,0.9,6.8,charazd01
890,Zemgus Girgensons,BUF,C,0:41,71,,11:59,1,1.6,2.5,,0:05,-13.8,0,0,,1:37,-0.9,1,9.9,girgeze01